id,key,value,type
350719285,levels,9,building
350719285,level,5,regular
350721534,building,yes,regular
350793558,building,residential,regular
350793578,building,residential,regular
350793595,building,residential,regular
350793613,name,2,regular
350793613,building,residential,regular
350801639,barrier,fence,regular
351046611,highway,residential,regular
351050614,highway,cycleway,regular
351214728,highway,footway,regular
351304645,highway,service,regular
351304655,leisure,pitch,regular
351304665,building,residential,regular
351304675,building,residential,regular
351305076,building,residential,regular
351305086,building,residential,regular
351305096,building,residential,regular
351665577,barrier,gate,regular
351672635,barrier,fence,regular
351672645,barrier,fence,regular
351672655,barrier,gate,regular
351672665,building,yes,regular
351678884,building,yes,regular
351678894,highway,service,regular
351698728,highway,residential,regular
351698738,highway,service,regular
351700686,highway,service,regular
351854056,building,residential,regular
351854066,name,Conrad Beijing,regular
351854066,email,Conrad_Beijing@conradhotels.com,regular
351854066,phone,+86-10-65846000,regular
351854066,rooms,289,regular
351854066,stars,5,regular
351854066,tourism,hotel,regular
351854066,website,http://conradhotels3.hilton.com/en/hotels/china/conrad-beijing-BJSCICI/index.html?WT.mc_id=zELWAKN0APAC1CI2DMH3LocalSearch4DGGenericx6BJSCICI,regular
351854066,building,yes,regular
351854066,operator,Hilton Wolrdwide,regular
351854066,city,Beijing,addr
351854066,wheelchair,yes,regular
351854066,street,North Dongsanhuan Road,addr
351854066,internet_access,Paid,regular
351854066,housenumber,29,addr
351854066,facebook,https://www.facebook.com/conradbeijing,contact
351854076,building,residential,regular
351854086,building,yes,regular
351854096,building,residential,regular
351882929,building,yes,regular
351882939,leisure,pitch,regular
351882949,building,yes,regular
352009001,highway,service,regular
352009011,highway,service,regular
352164878,name,真觉寺,regular
352164878,amenity,place_of_worship,regular
352164878,building,yes,regular
352164878,religion,buddhist,regular
352164878,wikidata,Q1208573,regular
352164878,wikipedia,zh:真觉寺,regular
352164878,denomination,tibetan,regular
352272536,building,residential,regular
352326869,building,yes,regular
352326879,building,yes,regular
352326889,area,yes,regular
352326889,barrier,hedge,regular
352326899,building,residential,regular
352329880,highway,service,regular
352336289,building,yes,regular
352336299,building,yes,regular
352336309,building,yes,regular
352417031,barrier,wall,regular
352424115,name,融科望京中心,regular
352424115,building,yes,regular
352521258,building,yes,regular
352527367,highway,service,regular
352527385,building,yes,regular
352527403,building,yes,regular
352527420,building,residential,regular
352700587,building,yes,regular
352716573,building,yes,regular
352724214,highway,service,regular
352724224,building,residential,regular
352724234,building,residential,regular
352724244,building,residential,regular
352724254,highway,road,regular
352724264,building,residential,regular
352729301,building,residential,regular
352729311,building,yes,regular
352729321,highway,service,regular
352729331,building,residential,regular
352729341,building,yes,regular
352734830,highway,footway,regular
352736746,building,yes,regular
352736756,building,yes,regular
352736766,building,yes,regular
352736776,building,residential,regular
352736786,building,residential,regular
352737418,building,commercial,regular
352737428,building,yes,regular
352783117,building,residential,regular
352783127,building,residential,regular
352783137,building,residential,regular
352783147,building,residential,regular
352845704,building,yes,regular
352845714,building,residential,regular
352845726,building,residential,regular
352909471,highway,cycleway,regular
352933631,lanes,1,regular
352933631,oneway,yes,regular
352933631,highway,primary_link,regular
352933644,building,yes,regular
352933658,building,yes,regular
352933671,building,yes,regular
353022322,name,4号学院楼,regular
353022322,building,yes,regular
353153342,natural,water,regular
353153363,highway,service,regular
353153373,highway,service,regular
353153373,oneway,yes,regular
353153383,oneway,yes,regular
353153383,highway,service,regular
353153395,name,华祥路,regular
353153395,oneway,yes,regular
353153395,highway,tertiary,regular
353153407,building,yes,regular
353153417,building,yes,regular
353153427,building,yes,regular
353153437,name,祥云道,regular
353153437,oneway,yes,regular
353153437,highway,tertiary,regular
353154523,natural,water,regular
353154533,building,yes,regular
353635254,highway,service,regular
353651106,oneway,yes,regular
353651106,highway,tertiary,regular
353985273,highway,unclassified,regular
354054670,highway,residential,regular
354054680,highway,residential,regular
354054690,highway,residential,regular
354212581,highway,primary,regular
354212581,name,107国道,regular
354212581,note,trunk road supreceded by expressway,regular
354212581,oneway,yes,regular
354212581,ref,G107,regular
354212581,source,Yahoo hires,regular
354212591,highway,tertiary,regular
354212601,highway,tertiary,regular
354212611,name,东兴北街,regular
354212611,lanes,2,regular
354212611,oneway,yes,regular
354212611,highway,secondary,regular
354212621,name,永济西路,regular
